idx,code,year,avg,slg,bbk,wpa,re24,obp
000810,79231,2019,0.269,0.333,0.984,0.005,-0.13,0.356
000811,79231,2020,0.3,0.397,0.891,0.001,-0.03,0.366
000812,79231,2021,0.265,0.374,0.607,-0.0,-0.135,0.331
000813,79231,2022,0.259,0.331,0.696,-0.002,-0.03,0.32
000814,79231,2023,0.268,0.327,0.838,0.012,-0.18,0.34
000815,79240,2018,0.32,0.449,0.579,0.0,0.0,0.37
000816,79240,2019,0.291,0.373,0.872,-0.007,-0.12,0.352
000817,79240,2020,0.321,0.426,1.147,0.002,-0.03,0.375
000818,79240,2021,0.279,0.366,1.105,-0.005,-0.07,0.344
000819,79240,2022,0.289,0.398,0.9,-0.004,-0.05,0.363
000820,79240,2023,0.271,0.35,1.917,-0.014,-0.22,0.349
000821,79334,2018,0.223,0.406,0.371,-0.001,-0.12,0.311
000822,79334,2019,0.249,0.345,0.346,-0.006,-0.2,0.311
000823,79365,2018,0.248,0.427,0.36,-0.015,-0.3,0.302
000824,79365,2019,0.291,0.437,0.614,0.0,0.01,0.355
000825,79365,2020,0.252,0.426,0.559,-0.001,-0.17,0.336
000826,79365,2021,0.247,0.456,0.461,-0.001,-0.12,0.335
000827,79365,2022,0.239,0.432,0.464,-0.022,-0.24,0.332
000828,79365,2023,0.273,0.516,0.648,-0.017,-0.14,0.365
000829,79402,2018,0.263,0.362,0.297,-0.024,-0.255,0.309
000830,79402,2019,0.271,0.355,0.746,-0.015,-0.22,0.355
000831,79402,2020,0.304,0.401,1.0,-0.003,-0.1,0.396
000832,79402,2021,0.237,0.302,1.0,-0.016,-0.275,0.315
000833,79402,2022,0.251,0.323,0.409,-0.005,-0.17,0.3
000834,79402,2023,0.304,0.358,0.896,0.009,0.14,0.376
000835,79456,2018,0.343,0.433,0.556,0.0,-0.04,0.397
000836,79456,2019,0.287,0.32,0.613,-0.007,-0.245,0.322
000837,79456,2020,0.306,0.358,0.655,-0.002,-0.155,0.358
000838,79456,2021,0.274,0.304,1.176,-0.001,-0.15,0.332
000839,79456,2022,0.275,0.338,0.5,-0.016,-0.25,0.31
000840,79456,2023,0.27,0.325,0.311,-0.021,-0.32,0.3
000841,79465,2018,0.245,0.286,0.457,-0.002,-0.26,0.335
000842,79608,2018,0.341,0.56,0.632,0.024,0.3,0.392
000843,79608,2019,0.315,0.412,1.081,0.0,-0.16,0.381
000844,79608,2020,0.286,0.413,0.745,-0.016,-0.25,0.351
000845,79608,2021,0.306,0.458,0.897,-0.001,-0.15,0.378
000846,79608,2022,0.284,0.436,0.981,-0.008,-0.06,0.353
000847,79608,2023,0.278,0.352,0.932,0.013,-0.055,0.357
000848,79705,2018,0.253,0.432,0.407,0.0,0.0,0.339
000849,79705,2019,0.231,0.356,0.458,-0.006,-0.145,0.299
000850,99606,2018,0.293,0.418,0.327,0.0,-0.26,0.367
000851,99810,2018,0.318,0.417,0.714,-0.001,-0.035,0.371
